track_name,artist_name,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,liveness,valence,tempo,duration_ms,time_signature
Late Night,ODESZA,chillwave,0.612,0.628,2.0,-6.754,1.0,0.0752,0.0358,0.193,0.434,125.043,228155.0,2.0
Late Night Talking,Harry Styles,pop,0.714,0.728,10.0,-4.595,1.0,0.0468,0.298,0.106,0.901,114.996,177955.0,10.0
Latthay Di Chaadar,Farhan Saeed,classic pakistani pop,0.675,0.607,10.0,-7.241,1.0,0.0366,0.613,0.102,0.655,158.905,478808.0,10.0
Laung Da Lashkara,Mahalakshmi Iyer,filmi,0.841,0.74,9.0,-8.432,1.0,0.13,0.05,0.128,0.626,109.033,304467.0,9.0
Lavender,Kupla,anime lo-fi,0.805,0.313,9.0,-11.078,0.0,0.0775,0.307,0.191,0.234,79.033,154818.0,9.0
Lavender Fields,Yasumu,lo-fi study,0.594,0.0535,0.0,-18.914,0.0,0.0925,0.65,0.128,0.0916,61.996,114466.0,0.0
Le Gayi,Uttam Singh,classic bollywood,0.831,0.737,5.0,-11.51,0.0,0.0497,0.185,0.153,0.82,125.552,341812.0,5.0
Le château,Ginger Root,hypnagogic pop,0.723,0.615,9.0,-7.287,0.0,0.059,0.849,0.108,0.614,119.247,155855.0,9.0
Le temps de l'amour,Françoise Hardy,chanson,0.586,0.412,8.0,-10.116,0.0,0.0334,0.798,0.152,0.706,132.199,144827.0,8.0
Leafy Breeze,Yasumu,lo-fi study,0.786,0.177,1.0,-23.921,0.0,0.0897,0.807,0.128,0.569,139.979,145714.0,1.0
Lean On,Major Lazer,dance pop,0.723,0.809,7.0,-3.081,0.0,0.0625,0.00346,0.565,0.274,98.007,176561.0,7.0
Leave Before You Love Me (with Jonas Brothers),Marshmello,brostep,0.721,0.738,7.0,-4.77,1.0,0.0403,0.00226,0.118,0.637,119.976,154983.0,7.0
Leave Her Johnny,Sean Dagher,shanty,0.712,0.27,7.0,-4.382,0.0,0.0541,0.935,0.0582,0.728,120.416,132293.0,7.0
Leave Me Alone,NF,hip hop,0.722,0.741,1.0,-3.72,1.0,0.19,0.249,0.151,0.46,162.11,308652.0,1.0
Leave Out All The Rest,Linkin Park,alternative metal,0.509,0.629,0.0,-6.434,1.0,0.0335,0.209,0.369,0.237,80.012,209307.0,0.0
Leave The City,Nakani,drift phonk,0.719,0.699,8.0,-5.341,0.0,0.031,0.00116,0.121,0.14,120.951,190442.0,8.0
Leaving (feat. the bootleg boy & Heroe),Rxseboy,sad lo-fi,0.758,0.545,0.0,-7.855,1.0,0.135,0.732,0.122,0.271,119.935,136154.0,0.0
"Leekan (From ""Ashke"" Soundtrack)",Amrinder Gill,punjabi pop,0.534,0.666,0.0,-4.644,1.0,0.0506,0.788,0.194,0.564,124.159,215605.0,0.0
Left Hand Free,alt-J,indie rock,0.697,0.877,3.0,-4.465,1.0,0.0462,0.462,0.083,0.802,101.99,173631.0,3.0
Left Right Left,Charlie Puth,pop,0.881,0.592,2.0,-4.898,1.0,0.0324,0.619,0.0901,0.719,101.058,154487.0,2.0
Left and Right (Feat. Jung Kook of BTS),Charlie Puth,pop,0.881,0.592,2.0,-4.898,1.0,0.0324,0.619,0.0901,0.719,101.058,154487.0,2.0
Left and Right (feat. Jung Kook of BTS) - Galantis Remix,Charlie Puth,pop,0.736,0.809,2.0,-4.487,1.0,0.0323,0.15,0.0886,0.744,122.023,165269.0,2.0
Lemon Tree,Fools Garden,german pop rock,0.663,0.477,1.0,-8.839,1.0,0.0414,0.644,0.122,0.643,143.173,191027.0,1.0
"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,pop rap,0.8,0.658,1.0,-6.142,0.0,0.079,0.25,0.111,0.462,140.042,195429.0,1.0
Les,Childish Gambino,atl hip hop,0.541,0.674,1.0,-7.04,0.0,0.0841,0.00649,0.235,0.123,103.139,317293.0,1.0
Les Amants d'un jour,Édith Piaf,chanson,0.48,0.332,2.0,-6.935,1.0,0.0352,0.828,0.132,0.655,113.946,194227.0,2.0
Less Than Zero,The Weeknd,canadian contemporary r&b,0.535,0.791,0.0,-5.55,1.0,0.0327,0.00096,0.0788,0.5,142.981,211814.0,0.0
Lessons Learned,Polaris,atmospheric dnb,0.264,0.88,9.0,-4.412,0.0,0.057,0.00136,0.115,0.0351,174.021,440100.0,9.0
Let Go,Beau Young Prince,dmv rap,0.764,0.725,7.0,-8.812,1.0,0.0576,0.463,0.109,0.0794,100.063,177653.0,7.0
Let Her Go,Passenger,folk-pop,0.479,0.545,7.0,-7.346,1.0,0.0688,0.365,0.0963,0.243,74.897,252733.0,7.0
Let It Go,Demi Lovato,pop,0.505,0.624,7.0,-6.513,1.0,0.0371,0.0235,0.5,0.215,139.849,224387.0,7.0
Let Me Down Slowly (feat. Alessia Cara),Alec Benjamin,alt z,0.655,0.569,1.0,-5.018,0.0,0.0349,0.716,0.135,0.44,150.267,169175.0,1.0
Let Me Go,NF,hip hop,0.554,0.337,9.0,-9.503,1.0,0.197,0.456,0.115,0.137,173.877,277777.0,9.0
Let Me Know,Jimmy Brown,bedroom r&b,0.797,0.39,2.0,-6.594,1.0,0.0303,0.726,0.144,0.536,97.944,188666.0,2.0
Let Me Know - K-Pop Version,Jimmy Brown,bedroom r&b,0.827,0.407,2.0,-6.297,1.0,0.0302,0.698,0.119,0.544,98.0,188666.0,2.0
Let Me Love You,DJ Snake,edm,0.649,0.716,8.0,-5.371,1.0,0.0349,0.0863,0.135,0.163,99.988,205947.0,8.0
Let You Go,Diplo,edm,0.584,0.955,7.0,-4.197,0.0,0.0507,0.101,0.092,0.486,128.04,234375.0,7.0
Let's Fall in Love for the Night,FINNEAS,alt z,0.737,0.408,5.0,-7.941,1.0,0.104,0.802,0.171,0.374,127.918,190348.0,5.0
Let's Groove,"Earth, Wind & Fire",disco,0.869,0.648,11.0,-8.698,0.0,0.0633,0.121,0.126,0.9,125.035,339320.0,11.0
Let's go to Hell,Tai Verdes,modern indie pop,0.782,0.798,4.0,-5.07,0.0,0.0337,0.141,0.685,0.905,127.89,152182.0,4.0
Lets Go Home Together (feat. Tom Grennan),Ella Henderson,dance pop,0.651,0.486,5.0,-4.437,1.0,0.0456,0.456,0.1,0.307,78.14,208692.0,5.0
Letter,Tesk,chillhop,0.495,0.364,8.0,-8.503,0.0,0.0394,0.771,0.0852,0.358,172.058,122791.0,8.0
Level of Concern,Twenty One Pilots,modern rock,0.754,0.583,4.0,-7.34,0.0,0.0432,0.32,0.144,0.77,122.012,220051.0,4.0
Level of Concern - live from outside,Twenty One Pilots,modern rock,0.734,0.614,4.0,-5.452,0.0,0.0477,0.291,0.12,0.636,121.934,222383.0,4.0
Levels - Skrillex Remix,Avicii,edm,0.615,0.91,5.0,-2.825,0.0,0.0762,0.00761,0.16,0.346,139.997,281147.0,5.0
Levitate,Twenty One Pilots,modern rock,0.7,0.934,6.0,-5.941,0.0,0.17,0.0857,0.114,0.224,92.973,145947.0,6.0
Levitating,Dua Lipa,dance pop,0.702,0.825,6.0,-3.787,0.0,0.0601,0.00883,0.0674,0.915,102.977,203064.0,6.0
Levitating (feat. DaBaby),Dua Lipa,dance pop,0.702,0.825,6.0,-3.787,0.0,0.0601,0.00883,0.0674,0.915,102.977,203064.0,6.0
Library,RADWIMPS,j-pop,0.228,0.153,7.0,-16.457,0.0,0.0347,0.674,0.0622,0.0388,55.699,103720.0,7.0
Lie,NF,hip hop,0.513,0.661,5.0,-6.419,1.0,0.24,0.161,0.246,0.179,94.791,209213.0,5.0
Lie,Sasha Alex Sloan,alt z,0.718,0.483,8.0,-6.596,1.0,0.0381,0.387,0.124,0.29,103.997,209132.0,8.0
Lie To Me (feat. Julia Michaels),5 Seconds of Summer,boy band,0.611,0.52,0.0,-5.445,1.0,0.0346,0.0132,0.105,0.771,159.927,149878.0,0.0
Life Goes On,Oliver Tree,alternative hip hop,0.7,0.49,0.0,-5.187,1.0,0.076,0.186,0.117,0.569,79.982,161803.0,0.0
Life Is Good (feat. Drake),Future,atl hip hop,0.676,0.609,2.0,-5.831,0.0,0.481,0.0706,0.152,0.508,142.037,237735.0,2.0
Life is a Highway,Rascal Flatts,contemporary country,0.582,0.952,5.0,-3.848,1.0,0.0731,0.00324,0.223,0.655,103.027,276320.0,5.0
Lift Off,Labrinth,indie poptimism,0.815,0.845,9.0,-6.832,0.0,0.0457,0.416,0.117,0.955,129.874,184933.0,9.0
Light It Up,Major Lazer,dance pop,0.747,0.877,9.0,-3.782,0.0,0.0664,0.0375,0.233,0.752,107.991,166138.0,9.0
Light It Up - Remix,Major Lazer,dance pop,0.747,0.877,9.0,-3.782,0.0,0.0664,0.0375,0.233,0.752,107.991,166138.0,9.0
Light Switch,Charlie Puth,pop,0.689,0.627,6.0,-5.692,1.0,0.308,0.105,0.0905,0.905,184.008,187704.0,6.0
Light Switch - Tiësto Remix,Charlie Puth,pop,0.7,0.832,1.0,-4.969,1.0,0.0539,0.000421,0.278,0.533,129.983,170769.0,1.0
Light That Fire,Oh The Larceny,bossbeat,0.736,0.79,0.0,-3.087,0.0,0.051,0.00827,0.176,0.821,115.995,139138.0,0.0
Lights - Sped Up Version,Ellie Goulding,indietronica,0.653,0.836,10.0,-5.626,0.0,0.0457,0.0452,0.1,0.804,133.182,190054.0,10.0
Lights Go Down,Bazanji,deep underground hip hop,0.803,0.702,2.0,-7.578,1.0,0.194,0.092,0.0948,0.101,136.003,185294.0,2.0
Like All My Friends,Francis Karel,indonesian singer-songwriter,0.531,0.401,7.0,-8.384,1.0,0.0302,0.466,0.0923,0.208,106.178,187919.0,7.0
Like My Father,Jax,gen z singer-songwriter,0.492,0.224,5.0,-8.098,1.0,0.0493,0.91,0.142,0.424,93.039,183429.0,5.0
Like Real People Do,Hozier,irish singer-songwriter,0.539,0.179,7.0,-14.33,1.0,0.0309,0.921,0.106,0.145,140.01,198027.0,7.0
Like Strangers Do,AJ Mitchell,alt z,0.633,0.242,3.0,-8.523,0.0,0.0761,0.515,0.0839,0.694,98.219,160791.0,3.0
Like That (feat. Gucci Mane),Doja Cat,dance pop,0.879,0.498,4.0,-6.027,0.0,0.18,0.239,0.0967,0.405,106.044,163173.0,4.0
Like This,NF,hip hop,0.685,0.563,3.0,-5.456,0.0,0.0714,0.323,0.111,0.3,85.501,207640.0,3.0
Lil' Mama,Ewan J Phillips,british singer-songwriter,0.609,0.821,9.0,-6.704,1.0,0.2,0.21,0.589,0.889,170.037,174240.0,9.0
Lily,Alan Walker,electro house,0.423,0.634,6.0,-5.877,0.0,0.0578,0.196,0.189,0.467,150.978,195840.0,6.0
Line By Line (feat. Maren Morris),JP Saxe,alt z,0.645,0.486,0.0,-7.299,1.0,0.0425,0.274,0.135,0.453,72.536,208187.0,0.0
Lions Inside,Valley Of Wolves,bossbeat,0.441,0.65,11.0,-3.545,0.0,0.0511,0.455,0.102,0.575,167.871,240187.0,11.0
Lip Service,Cautious Clay,indie r&b,0.488,0.264,5.0,-12.325,1.0,0.0336,0.484,0.131,0.304,100.337,149235.0,5.0
Lisergia,colours in the dark,lo-fi sleep,0.435,0.133,1.0,-23.796,1.0,0.0431,0.813,0.42,0.114,107.992,166078.0,1.0
Listerine,Dayglow,austindie,0.694,0.583,11.0,-11.549,1.0,0.0371,0.17,0.329,0.897,134.999,215556.0,11.0
Little Bit of Love,Tom Grennan,uk pop,0.689,0.706,1.0,-4.48,0.0,0.0312,0.0833,0.105,0.623,106.52,226268.0,1.0
Little Boy In The Grass,AURORA,art pop,0.521,0.304,5.0,-11.338,1.0,0.0284,0.573,0.137,0.0898,109.903,256480.0,5.0
Little Dark Age,MGMT,alternative rock,0.705,0.712,6.0,-6.156,1.0,0.0385,0.0102,0.1,0.62,97.512,299960.0,6.0
Little Do You Know,Alex & Sierra,pop,0.5,0.292,0.0,-8.554,1.0,0.0323,0.746,0.188,0.37,145.879,185200.0,0.0
Little Do You Know,BEAUZ,pop edm,0.573,0.694,1.0,-4.456,1.0,0.042,0.13,0.0917,0.445,105.085,167429.0,1.0
Little Talks,Of Monsters and Men,folk-pop,0.457,0.757,1.0,-5.177,1.0,0.032,0.0206,0.146,0.417,102.961,266600.0,1.0
Little Things (with Quinn XCII & Chelsea Cutler),Louis The Child,edm,0.553,0.636,6.0,-4.38,1.0,0.152,0.189,0.0779,0.53,81.969,197453.0,6.0
Live Another Day,Kordhell,drift phonk,0.822,0.981,9.0,-1.321,1.0,0.109,0.000593,0.0938,0.404,115.005,133565.0,9.0
Live Forever (With Cheat Codes),Liam Payne,pop,0.69,0.676,7.0,-6.111,1.0,0.0335,0.213,0.123,0.664,100.023,174780.0,7.0
Live Laugh Love,Sasha Alex Sloan,alt z,0.625,0.54,11.0,-9.059,1.0,0.0271,0.113,0.107,0.492,165.909,182400.0,11.0
Livin It Up (with Post Malone & A$AP Rocky),Young Thug,atl hip hop,0.767,0.313,7.0,-12.059,1.0,0.0798,0.838,0.105,0.765,82.582,210907.0,7.0
Livin' In a Dream (feat. Nipsey Hussle),The Neighbourhood,modern alternative rock,0.584,0.779,3.0,-5.656,0.0,0.0721,0.259,0.28,0.518,94.841,195000.0,3.0
Living With No One,Phil Good,la pop,0.938,0.405,6.0,-6.017,1.0,0.0465,0.205,0.124,0.799,100.042,173667.0,6.0
Llama In My Living Room,AronChupa,swedish pop,0.773,0.654,5.0,-7.796,0.0,0.284,0.53,0.109,0.607,128.989,181885.0,5.0
Locked Away (feat. Adam Levine),R. City,reggae fusion,0.509,0.671,1.0,-5.709,1.0,0.0678,0.304,0.0452,0.55,118.413,227480.0,1.0
London,Mokita,chill pop,0.684,0.512,11.0,-8.715,1.0,0.0525,0.544,0.097,0.466,119.901,160225.0,11.0
London Thumakda,Labh Janjua,modern bollywood,0.835,0.718,0.0,-6.614,1.0,0.0816,0.363,0.0625,0.64,139.968,230468.0,0.0
Loneliness (From Naruto),Kato,anime lo-fi,0.577,0.00355,4.0,-28.115,0.0,0.0511,0.985,0.108,0.188,65.395,56794.0,4.0
Loneliness Piano,Kato,anime lo-fi,0.522,0.00281,4.0,-29.063,0.0,0.106,0.994,0.106,0.371,128.915,52057.0,4.0
Lonely City,Mokita,chill pop,0.735,0.37,5.0,-12.581,0.0,0.0705,0.389,0.106,0.305,112.015,157524.0,5.0
Lonely City,The Midnight,nightrun,0.537,0.666,1.0,-9.783,0.0,0.0299,0.0271,0.105,0.0647,126.014,314048.0,1.0
Lonely Day,System Of A Down,alternative metal,0.47,0.796,8.0,-3.277,0.0,0.0336,0.362,0.133,0.215,113.108,167907.0,8.0
Lonely Eyes,Lauv,pop,0.586,0.503,2.0,-7.002,1.0,0.0268,0.0403,0.0994,0.385,95.013,196493.0,2.0
Lonely Fox,Gerardo Millán,lo-fi study,0.702,0.0313,9.0,-23.032,1.0,0.0407,0.942,0.1,0.238,116.02,148987.0,9.0
Lonely Night,Corey J. Beats,lo-fi sleep,0.148,0.0751,6.0,-22.898,1.0,0.0353,0.802,0.162,0.0396,75.654,162480.0,6.0
Lonely Together (feat. Rita Ora),Avicii,edm,0.655,0.666,5.0,-5.309,1.0,0.0612,0.134,0.0683,0.272,102.977,181812.0,5.0
Long Drives,BoyWithUke,sad rap,0.854,0.667,1.0,-7.04,1.0,0.111,0.513,0.119,0.986,130.021,159933.0,1.0
Longer Days,Krynoze,lo-fi sleep,0.738,0.128,9.0,-15.401,1.0,0.0578,0.949,0.0981,0.246,124.09,142258.0,9.0
Lookalike,Conan Gray,bedroom pop,0.434,0.302,10.0,-10.117,1.0,0.0378,0.766,0.149,0.173,121.645,220867.0,10.0
Looking at the Sky With You,Skinny Atlas,lo-fi chill,0.641,0.619,8.0,-7.271,1.0,0.0738,0.65,0.106,0.354,147.919,142703.0,8.0
Looking for Love,Mickey Valen,dark r&b,0.626,0.605,10.0,-8.714,1.0,0.117,0.352,0.158,0.528,94.912,182211.0,10.0
Looks Like Me,Dean Lewis,australian pop,0.769,0.724,11.0,-5.12,1.0,0.0864,0.548,0.161,0.464,110.659,190528.0,11.0
Loose Change,Devin Kennedy,indie r&b,0.825,0.42,11.0,-14.702,1.0,0.0516,0.326,0.151,0.781,119.953,163500.0,11.0
Lose,NIKI,indonesian r&b,0.41,0.316,0.0,-8.13,1.0,0.029,0.846,0.124,0.22,133.288,256001.0,0.0
Lose A Friend,Beowülf,lo-fi chill,0.754,0.398,6.0,-10.206,0.0,0.0458,0.256,0.126,0.0728,124.995,202714.0,6.0
Lose My Grounding,haer,korean electropop,0.535,0.584,11.0,-5.876,1.0,0.268,0.72,0.188,0.514,120.916,168000.0,11.0
Lose My Number,Nightly,hopebeat,0.783,0.705,4.0,-4.513,0.0,0.0336,0.306,0.23,0.671,94.986,143423.0,4.0
Lose Ourselves,Boundary Run,modern indie folk,0.421,0.269,9.0,-10.488,1.0,0.0374,0.897,0.0731,0.22,79.389,205500.0,9.0
Lose You To Love Me,Selena Gomez,pop,0.488,0.343,4.0,-8.985,1.0,0.0436,0.556,0.21,0.0978,102.819,206459.0,4.0
Lose Yourself,Eminem,detroit hip hop,0.692,0.744,2.0,-4.565,1.0,0.257,0.00868,0.359,0.0612,171.374,326467.0,2.0
Losing Interest,itssvd,lo-fi chill,0.753,0.355,8.0,-13.295,0.0,0.0898,0.48,0.122,0.506,111.863,120547.0,8.0
Losing Touch,Anthony Keyrouz,arab electronic,0.667,0.949,8.0,-5.074,1.0,0.224,0.18,0.0553,0.142,127.986,155496.0,8.0
Losing You,Stephen Dawes,singer-songwriter pop,0.485,0.484,4.0,-14.012,1.0,0.0307,0.628,0.112,0.332,90.071,173417.0,4.0
Loss Of A Twin,Brian Tyler,orchestral soundtrack,0.0744,0.0208,2.0,-27.712,0.0,0.0397,0.956,0.0847,0.0395,78.872,113747.0,2.0
Lost,Blake Rose,australian electropop,0.597,0.687,4.0,-6.536,1.0,0.0466,0.216,0.107,0.502,94.749,234623.0,4.0
Lost,Dermot Kennedy,folk-pop,0.575,0.711,7.0,-6.047,0.0,0.0886,0.327,0.112,0.532,139.44,224306.0,7.0
Lost,Maroon 5,pop,0.766,0.706,7.0,-6.553,0.0,0.16,0.223,0.064,0.766,142.989,172598.0,7.0
Lost,bülow,alt z,0.71,0.258,3.0,-10.632,1.0,0.034,0.84,0.0998,0.337,112.922,237876.0,3.0
Lost Boy,Ruth B.,alt z,0.71,0.0565,7.0,-15.099,1.0,0.0534,0.965,0.0889,0.348,123.994,275280.0,7.0
Lost Game,Nulbarich,j-rock,0.61,0.509,1.0,-8.63,1.0,0.027,0.0536,0.0754,0.224,129.943,243573.0,1.0
Lost On Me,Eric Nam,k-pop,0.752,0.537,1.0,-6.273,1.0,0.0505,0.45,0.111,0.696,147.02,174387.0,1.0
Lost Without You,Freya Ridings,uk pop,0.386,0.136,6.0,-9.267,1.0,0.0458,0.932,0.0653,0.0976,67.016,225853.0,6.0
Lost in Thoughts,Yasumu,lo-fi study,0.697,0.0996,3.0,-22.002,1.0,0.178,0.969,0.373,0.149,171.903,151112.0,3.0
Lost in Translation,The Neighbourhood,modern alternative rock,0.568,0.891,0.0,-5.786,1.0,0.0376,0.000896,0.357,0.522,104.954,190227.0,0.0
Lost in the Fire (feat. The Weeknd),Gesaffelstein,dark clubbing,0.658,0.671,2.0,-12.21,1.0,0.0363,0.0933,0.115,0.166,100.966,202093.0,2.0
Lotta Love,Jack & Jack,pop,0.724,0.603,10.0,-7.968,1.0,0.0764,0.261,0.185,0.486,105.0,170667.0,10.0
"Louisiana Woman, Mississippi Man",Conway Twitty,arkansas country,0.62,0.711,1.0,-6.943,1.0,0.035,0.477,0.0812,0.96,98.263,151731.0,1.0
Love Alone,Mokita,chill pop,0.632,0.454,7.0,-6.996,1.0,0.0505,0.51,0.179,0.493,90.024,185108.0,7.0
Love Alone - Luca Schreiner Remix,Mokita,chill pop,0.584,0.799,7.0,-5.662,1.0,0.0638,0.115,0.0811,0.428,100.083,167104.0,7.0
Love Alone - Stripped Version,Mokita,chill pop,0.513,0.511,10.0,-9.22,1.0,0.034,0.333,0.122,0.337,84.974,217148.0,10.0
Love Bomb Baby,Tigertailz,glam metal,0.554,0.864,9.0,-12.127,1.0,0.0287,0.00984,0.23,0.779,132.174,183960.0,9.0
Love Die Young,Eric Nam,k-pop,0.662,0.39,11.0,-8.802,1.0,0.125,0.655,0.0933,0.22,76.016,203213.0,11.0
Love Is Gone - Danny Olson Remix,SLANDER,brostep,0.246,0.539,7.0,-6.327,1.0,0.0408,0.0104,0.094,0.194,153.597,213463.0,7.0
Love Is Like A Snowflake,XIA,korean pop,0.439,0.605,3.0,-5.186,1.0,0.0606,0.779,0.0916,0.152,66.683,229590.0,3.0
Love Is a Bitch,Two Feet,indie poptimism,0.532,0.178,9.0,-9.754,0.0,0.0541,0.614,0.0985,0.103,149.879,181467.0,9.0
Love Like That,Lauv,pop,0.679,0.481,3.0,-9.045,1.0,0.0593,0.208,0.284,0.486,80.011,184557.0,3.0
Love Me Again,John Newman,dance pop,0.495,0.894,2.0,-4.814,0.0,0.0441,0.00453,0.103,0.213,126.03,239894.0,2.0
Love Me Like a Friend,Fly By Midnight,singer-songwriter pop,0.713,0.764,6.0,-5.57,0.0,0.0294,0.0718,0.0708,0.962,125.052,202267.0,6.0
Love Not War (The Tampa Beat),Jason Derulo,dance pop,0.738,0.85,8.0,-3.049,1.0,0.0642,0.105,0.23,0.865,98.013,192921.0,8.0
Love Rollercoaster,Ohio Players,classic soul,0.613,0.82,0.0,-10.175,1.0,0.0737,0.181,0.049,0.465,115.125,290160.0,0.0
Love Runs Out (feat. G-Eazy & Sasha Alex Sloan),Martin Garrix,dutch edm,0.647,0.642,9.0,-7.306,0.0,0.0743,0.262,0.134,0.48,90.045,164167.0,9.0
Love Sick,Trippie Redd,melodic rap,0.861,0.712,6.0,-6.72,0.0,0.104,0.527,0.622,0.687,119.042,177981.0,6.0
Love Somebody,Lauv,pop,0.511,0.467,7.0,-7.799,1.0,0.144,0.263,0.0641,0.373,78.173,142773.0,7.0
Love Story,Disco Lines,stutter house,0.669,0.634,2.0,-4.3,1.0,0.0321,0.0685,0.0597,0.276,127.915,222957.0,2.0
Love Sucks,Annika Wells,la pop,0.576,0.403,3.0,-8.849,0.0,0.08,0.68,0.527,0.279,139.15,154578.0,3.0
Love To Go,Lost Frequencies,belgian edm,0.755,0.783,11.0,-6.256,1.0,0.176,0.605,0.203,0.419,104.022,169354.0,11.0
Love You Goodbye,One Direction,boy band,0.546,0.657,1.0,-4.787,1.0,0.0332,0.0928,0.119,0.361,133.188,196933.0,1.0
Love You Like A Love Song,Selena Gomez & The Scene,pop,0.858,0.678,1.0,-3.87,0.0,0.0469,0.0761,0.0741,0.922,117.009,188453.0,1.0
Love You Still (abcdefu romantic version),Tyler Shaw,pop quebecois,0.712,0.0784,4.0,-19.067,1.0,0.0544,0.739,0.107,0.642,121.443,150174.0,4.0
Love is Pain,FINNEAS,alt z,0.609,0.141,9.0,-15.33,1.0,0.0394,0.927,0.0923,0.107,78.233,224279.0,9.0
Love's a Stranger,Warhaus,belgian indie,0.564,0.585,9.0,-8.823,0.0,0.0379,0.202,0.118,0.624,161.667,206685.0,9.0
Lover,Diljit Dosanjh,filmi,0.827,0.587,9.0,-5.531,0.0,0.113,0.203,0.0727,0.774,119.936,190000.0,9.0
"Lover, Please Stay",Nothing But Thieves,alternative pop rock,0.269,0.122,1.0,-10.408,1.0,0.0334,0.952,0.0915,0.118,83.967,247187.0,1.0
Loverboy,A-Wall,bedroom pop,0.604,0.466,0.0,-10.093,1.0,0.0315,0.649,0.093,0.499,120.045,224520.0,0.0
Loverboy - San Holo Version,A-Wall,bedroom pop,0.636,0.704,0.0,-6.827,1.0,0.0597,0.184,0.138,0.478,121.078,197355.0,0.0
Lovers Do,The Brummies,alabama indie,0.548,0.372,7.0,-8.598,1.0,0.0305,0.588,0.347,0.304,149.712,190787.0,7.0
Lovers In The Night,Seori,korean r&b,0.776,0.785,9.0,-4.085,0.0,0.058,0.295,0.169,0.5,98.036,210547.0,9.0
"Loving, Loving",Vera Sola,alternative americana,0.395,0.324,11.0,-12.52,0.0,0.0406,0.864,0.105,0.0588,121.095,200449.0,11.0
Low,Lund,cloud rap,0.745,0.438,4.0,-7.018,0.0,0.0326,0.678,0.125,0.0409,119.99,233963.0,4.0
Low (feat. T-Pain),Flo Rida,dance pop,0.918,0.609,10.0,-5.64,0.0,0.0791,0.0928,0.139,0.304,128.008,231400.0,10.0
Luar,"colours in the dark,Beatmund Noise",lo-fi sleep,0.628,0.197,8.0,-17.944,0.0,0.0367,0.942,0.0803,0.201,139.865,137143.0,8.0
Lucky,Jason Mraz,acoustic pop,0.625,0.414,0.0,-8.7,1.0,0.0369,0.294,0.151,0.669,130.088,189613.0,0.0
Lucky,Radiohead,alternative rock,0.213,0.4,11.0,-9.813,0.0,0.0324,0.053,0.111,0.195,133.369,258813.0,11.0
Lucky You (feat. Joyner Lucas),Eminem,detroit hip hop,0.876,0.786,10.0,-4.884,0.0,0.306,0.0627,0.127,0.575,153.068,244679.0,10.0
Lucy,Still Woozy,bedroom pop,0.647,0.537,6.0,-12.006,0.0,0.21,0.43,0.119,0.846,84.46,142500.0,6.0
Ludens,Bring Me The Horizon,melodic metalcore,0.294,0.679,8.0,-6.182,1.0,0.152,0.000551,0.165,0.383,198.03,280152.0,8.0
Lullabies,Dimension 32,lo-fi sleep,0.66,0.105,4.0,-20.191,1.0,0.032,0.982,0.0799,0.0692,75.022,159133.0,4.0
Lullaby,Bcalm,focus beats,0.696,0.159,3.0,-13.969,1.0,0.0422,0.918,0.2,0.161,120.016,137500.0,3.0
Luna,Tenno,japanese chillhop,0.395,0.379,9.0,-13.785,0.0,0.192,0.936,0.344,0.0379,207.841,154615.0,9.0
Lunatic,UPSAHL,alt z,0.716,0.703,9.0,-4.997,0.0,0.0764,0.218,0.0926,0.846,124.099,141227.0,9.0
Lungi Dance,Yo Yo Honey Singh,filmi,0.684,0.958,1.0,-4.793,1.0,0.264,0.314,0.618,0.817,163.95,275399.0,1.0
Lungs,Yoste,chill pop,0.548,0.492,6.0,-7.813,1.0,0.0721,0.512,0.108,0.589,78.786,190773.0,6.0
MAKE A MESS,blackbear,pop,0.823,0.455,11.0,-7.839,0.0,0.0466,0.00175,0.0559,0.723,126.96,159734.0,11.0
ME BECAUSE OF YOU,HRVY,pop,0.653,0.866,10.0,-4.898,1.0,0.0552,0.0797,0.17,0.644,121.972,173093.0,10.0
ME MYSELF & I,Kid Trunks,asian american hip hop,0.581,0.385,9.0,-9.758,1.0,0.0359,0.174,0.122,0.176,130.06,129187.0,9.0
MEGALOVANIA,Toby Fox,indie game soundtrack,0.719,0.632,7.0,-9.849,1.0,0.0602,0.000377,0.0362,0.934,119.987,156000.0,7.0
METAMORPHOSIS,INTERWORLD,phonk brasileiro,0.593,0.641,7.0,-12.727,0.0,0.0992,0.426,0.122,0.147,175.014,142839.0,7.0
MIA (feat. Drake),Bad Bunny,reggaeton,0.817,0.539,6.0,-6.349,0.0,0.0621,0.0141,0.099,0.158,97.061,210368.0,6.0
MIDDLE OF THE NIGHT,Elley Duhé,alt z,0.41,0.611,4.0,-8.271,0.0,0.0467,0.0228,0.116,0.0899,185.727,184448.0,4.0
MIDNIGHT,PLAYAMANE,drift phonk,0.633,0.433,1.0,-8.833,1.0,0.229,0.0053,0.145,0.373,122.088,121972.0,1.0
MISA MISA!,CORPSE,pov: indie,0.672,0.981,1.0,-1.252,1.0,0.181,0.0302,0.648,0.694,95.014,85895.0,1.0
MJ,Lund,cloud rap,0.785,0.422,6.0,-11.88,0.0,0.0531,0.492,0.095,0.552,122.035,180984.0,6.0
MONEY,LISA,k-pop,0.831,0.554,1.0,-9.998,0.0,0.218,0.161,0.152,0.396,140.026,168228.0,1.0
