track_name,artist_name,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,liveness,valence,tempo,duration_ms,time_signature
Ithaque,Sara Costa,new french touch,0.803,0.684,8.0,-10.081,1.0,0.0627,0.68,0.131,0.563,112.985,189027.0,8.0
Itomori high school,RADWIMPS,j-pop,0.786,0.0775,9.0,-13.94,1.0,0.0965,0.993,0.115,0.72,143.089,111560.0,9.0
Iya Valley,Oaty.,lo-fi jazzhop,0.548,0.384,6.0,-15.053,0.0,0.0331,0.0352,0.146,0.766,146.974,106310.0,6.0
I’ll Keep You Safe,Vluestar,lo-fi chill,0.504,0.401,0.0,-10.016,1.0,0.0958,0.805,0.155,0.243,114.95,140312.0,0.0
I’ll Still Have Me,Cyn,alt z,0.604,0.277,2.0,-8.249,1.0,0.0286,0.915,0.113,0.22,82.922,219268.0,2.0
I’m Not Going Back (feat. Mokita),Kina,sad lo-fi,0.496,0.496,2.0,-9.186,1.0,0.0318,0.641,0.114,0.263,139.946,157714.0,2.0
I’m So Sorry,Imagine Dragons,modern rock,0.524,0.679,2.0,-6.01,0.0,0.0565,0.131,0.201,0.37,142.588,230200.0,2.0
JEBAITED,SiLi,liquid funk,0.574,0.979,7.0,-2.314,1.0,0.0678,0.00052,0.0493,0.123,172.031,339086.0,7.0
Jaane Kyun,Vishal-Shekhar,filmi,0.778,0.812,4.0,-8.561,0.0,0.046,0.0573,0.243,0.791,99.962,277987.0,4.0
Jaane Ye Kya Hua,KK,filmi,0.604,0.347,7.0,-8.023,1.0,0.0245,0.737,0.118,0.271,100.96,242463.0,7.0
Jab Mila Tu,Vishal-Shekhar,filmi,0.626,0.561,9.0,-6.644,0.0,0.0304,0.0482,0.304,0.794,167.916,251853.0,9.0
Jab Se Tere Naina,Monty Sharma,filmi,0.599,0.653,0.0,-7.576,0.0,0.122,0.362,0.144,0.678,79.968,284573.0,0.0
Jab Tak,Armaan Malik,filmi,0.299,0.447,3.0,-7.862,0.0,0.0383,0.858,0.097,0.321,121.723,174039.0,3.0
Jackie Chan,Tiësto,big room,0.747,0.834,3.0,-2.867,0.0,0.045,0.374,0.0586,0.687,128.005,215760.0,3.0
Jackie Onassis,ELIO,electropop,0.677,0.652,1.0,-6.744,1.0,0.0289,0.0107,0.144,0.564,115.973,225517.0,1.0
Jag Soona Soona Lage,Rahat Fateh Ali Khan,classic pakistani pop,0.563,0.71,7.0,-6.212,1.0,0.0592,0.0663,0.105,0.262,133.873,329429.0,7.0
Jaguar,Kid Travis,dark r&b,0.733,0.421,0.0,-6.702,1.0,0.0298,0.174,0.119,0.416,80.036,193500.0,0.0
Janu Tame Chamkucha,Humane Sagar,odia pop,0.618,0.629,3.0,-7.726,0.0,0.0323,0.385,0.12,0.743,150.076,218865.0,3.0
Japan,Yot Club,bedroom pop,0.639,0.82,5.0,-6.782,1.0,0.0448,0.086,0.207,0.369,165.895,174936.0,5.0
Jasmine,C4C,chillhop,0.624,0.172,11.0,-20.261,1.0,0.0512,0.904,0.0878,0.336,153.974,151169.0,11.0
Jealous,Eyedress,noise pop,0.474,0.921,9.0,-10.431,0.0,0.0457,0.00491,0.476,0.696,93.01,122339.0,9.0
Jealous,Nick Jonas,dance pop,0.7,0.701,11.0,-3.834,0.0,0.161,0.013,0.461,0.38,93.012,223107.0,11.0
Jericho,Jacknife,australian dance,0.552,0.894,1.0,-3.724,1.0,0.0331,0.000176,0.183,0.0623,109.976,183273.0,1.0
Jesus in LA,Alec Benjamin,alt z,0.787,0.558,0.0,-5.237,1.0,0.0414,0.664,0.347,0.706,94.049,171539.0,0.0
Jewels and Gems,Two Fingers,glitch hop,0.696,0.789,4.0,-6.555,0.0,0.167,0.0205,0.343,0.48,100.002,232173.0,4.0
Jewels and Gems - Instrumental,Two Fingers,glitch hop,0.647,0.683,6.0,-10.213,0.0,0.0541,4.69e-05,0.0808,0.247,100.029,241009.0,6.0
Jiyein Kyun,Pritam,filmi,0.393,0.609,4.0,-5.954,1.0,0.0415,0.0558,0.107,0.347,71.377,264963.0,4.0
Jiyū,Linearwave,anime lo-fi,0.691,0.414,9.0,-13.168,0.0,0.0357,0.978,0.283,0.319,139.996,110518.0,9.0
Jocelyn Flores,XXXTENTACION,emo rap,0.872,0.391,0.0,-9.144,0.0,0.242,0.469,0.297,0.437,134.021,119133.0,0.0
Johnny B. Goode,Chuck Berry,blues,0.534,0.803,10.0,-9.129,1.0,0.0743,0.741,0.307,0.969,167.983,161560.0,10.0
Joke's On You,Charlotte Lawrence,alt z,0.476,0.652,2.0,-4.546,0.0,0.104,0.23,0.136,0.47,190.118,184659.0,2.0
Jonathan Low,Vampire Weekend,baroque pop,0.523,0.792,8.0,-6.739,1.0,0.0305,0.00809,0.133,0.561,152.056,213467.0,8.0
Judas,Lady Gaga,art pop,0.661,0.937,10.0,-3.83,0.0,0.0744,0.000967,0.355,0.535,131.001,249067.0,10.0
Juicy Sweatsuits (feat. Juicy J),blackbear,pop,0.716,0.535,1.0,-8.01,1.0,0.42,0.218,0.0673,0.572,102.843,183944.0,1.0
Julia,Colony House,hopebeat,0.558,0.558,4.0,-10.455,1.0,0.0367,0.706,0.27,0.524,139.914,205413.0,4.0
Julia,Lauv,pop,0.755,0.625,2.0,-7.114,1.0,0.0897,0.49,0.157,0.374,147.022,174861.0,2.0
July Bones,Richard Walters,oxford indie,0.596,0.27,2.0,-11.486,1.0,0.0265,0.785,0.0647,0.155,100.006,239400.0,2.0
Jump - 2015 Remaster,Van Halen,album rock,0.572,0.835,0.0,-6.219,1.0,0.0317,0.171,0.0702,0.795,129.981,241600.0,0.0
Jumpsuit,Twenty One Pilots,modern rock,0.62,0.61,11.0,-8.329,0.0,0.0373,0.00849,0.205,0.235,127.052,238560.0,11.0
"June, After Dark",Elliot Root,hopebeat,0.59,0.697,9.0,-6.973,1.0,0.0356,0.115,0.121,0.323,106.06,219134.0,9.0
Jungle Bae (feat. Bunji Garlin & MX Prime),Jack Ü,edm,0.744,0.997,2.0,-1.325,1.0,0.13,0.0304,0.0737,0.558,127.975,208125.0,2.0
Jupiter,Flower Face,ambient folk,0.459,0.326,9.0,-12.29,1.0,0.0268,0.896,0.112,0.0864,90.042,271487.0,9.0
Jupiter 4,Sharon Van Etten,art pop,0.324,0.495,6.0,-10.625,1.0,0.0398,0.0171,0.143,0.0584,177.742,314080.0,6.0
Just A Dream,Joseph Vincent,viral pop,0.757,0.363,6.0,-11.731,1.0,0.0578,0.476,0.0938,0.456,90.025,148677.0,6.0
Just Another Day,Epona,lo-fi study,0.642,0.149,6.0,-13.639,0.0,0.0405,0.879,0.103,0.0855,74.942,183600.0,6.0
Just Dance,Lady Gaga,art pop,0.822,0.739,1.0,-4.541,0.0,0.0311,0.0264,0.181,0.745,118.992,241933.0,1.0
Just Like You,Alec Benjamin,alt z,0.747,0.482,0.0,-5.614,1.0,0.033,0.618,0.128,0.536,91.991,167642.0,0.0
Just Wanna Be With You,High School Musical Cast,post-teen pop,0.547,0.723,2.0,-4.804,0.0,0.0323,0.312,0.112,0.377,102.003,156187.0,2.0
Just a Sample,Chill Bump,jazz rap,0.754,0.504,4.0,-7.143,0.0,0.32,0.159,0.121,0.683,80.052,186625.0,4.0
Just the Right Song,Vansire,bedroom pop,0.689,0.534,6.0,-10.335,1.0,0.0325,0.727,0.11,0.48,100.746,186253.0,6.0
Just the Two of Us (feat. Bill Withers),"Grover Washington, Jr.",soul jazz,0.749,0.497,10.0,-12.609,0.0,0.105,0.41,0.0504,0.585,95.818,438493.0,10.0
Just the Way You Are,Bruno Mars,dance pop,0.635,0.841,5.0,-5.379,1.0,0.0422,0.0134,0.0622,0.424,109.021,220734.0,5.0
KING,Rosa Linn,alt z,0.598,0.555,0.0,-7.407,1.0,0.0295,0.508,0.304,0.353,152.101,203089.0,0.0
KNIGHT II,KXNVRA,drift phonk,0.831,0.872,10.0,-4.666,0.0,0.0598,0.00275,0.133,0.41,93.996,125954.0,10.0
KNOW ME,8 Ballin',pinoy hip hop,0.761,0.641,5.0,-5.972,0.0,0.0589,0.032,0.12,0.323,100.002,273600.0,5.0
KNOW ME (feat. Gallant),BRONSON,vapor twitch,0.698,0.812,0.0,-5.5,1.0,0.0399,0.58,0.113,0.351,128.045,180027.0,0.0
KTMBK,Zaeden,desi pop,0.898,0.435,6.0,-8.834,1.0,0.0489,0.555,0.139,0.836,115.034,154435.0,6.0
Kabhi Alvida Naa Kehna,Shankar-Ehsaan-Loy,filmi,0.365,0.407,5.0,-10.352,1.0,0.0424,0.752,0.212,0.464,149.161,483920.0,5.0
Kabhi Kabhi Aditi,Rashid Ali,filmi,0.791,0.558,7.0,-7.155,0.0,0.0661,0.276,0.0859,0.872,95.077,218836.0,7.0
Kabira (Encore),Pritam,filmi,0.611,0.612,2.0,-7.978,1.0,0.114,0.441,0.18,0.898,171.841,270439.0,2.0
Kahin To,Rashid Ali,filmi,0.61,0.492,10.0,-7.55,1.0,0.0261,0.334,0.0979,0.165,90.984,303206.0,10.0
Kaikai Kitan,Eve,anime,0.584,0.911,5.0,-3.515,0.0,0.09,0.0119,0.119,0.606,92.502,221426.0,5.0
Kaise Mein Kahun Tujhse,KK,filmi,0.613,0.108,9.0,-15.73,0.0,0.0289,0.573,0.0565,0.779,85.941,64773.0,9.0
Kal Ho Naa Ho,Shankar-Ehsaan-Loy,filmi,0.532,0.529,0.0,-8.402,1.0,0.0352,0.334,0.078,0.295,81.989,321240.0,0.0
Kal Ki Hi Baat Hai,Pritam,filmi,0.562,0.368,1.0,-9.198,1.0,0.027,0.973,0.105,0.25,107.914,240534.0,1.0
Kaleidoscope,A Great Big World,neo mellow,0.709,0.913,7.0,-5.148,1.0,0.0748,0.0182,0.167,0.519,108.024,229320.0,7.0
Kalia Pakhaku Jaithili,Anuradha Paudwal,bhajan,0.439,0.541,1.0,-9.108,1.0,0.0757,0.673,0.128,0.692,151.925,299813.0,1.0
Kaliare Mana Boli Tora Kichhi Nahin,Anuradha Paudwal,bhajan,0.478,0.512,5.0,-7.679,0.0,0.0384,0.728,0.0978,0.528,137.886,293893.0,5.0
Kalle Kalle,Priya Saraiya,gujarati pop,0.707,0.417,1.0,-9.269,1.0,0.0438,0.73,0.106,0.57,115.939,227143.0,1.0
Kamal Hai,Kishore Kumar,classic bollywood,0.502,0.744,1.0,-8.573,1.0,0.134,0.698,0.478,0.627,117.305,353907.0,1.0
Kamariya,Aastha Gill,desi pop,0.825,0.666,4.0,-4.847,0.0,0.0554,0.143,0.237,0.763,96.987,187983.0,4.0
Kamikaze,Eminem,detroit hip hop,0.78,0.808,2.0,-5.175,1.0,0.484,0.112,0.329,0.642,79.982,216029.0,2.0
Kan Kanna Salige,Sonu Nigam,filmi,0.832,0.658,9.0,-6.333,0.0,0.0303,0.101,0.284,0.666,120.044,272175.0,9.0
Kanata,baobab,j-ambient,0.361,0.23,2.0,-10.69,1.0,0.0324,0.979,0.181,0.241,101.565,362227.0,2.0
Kangna,Dr Zeus,desi hip hop,0.756,0.858,1.0,-4.05,0.0,0.0585,0.035,0.061,0.764,101.984,210680.0,1.0
Kanhaiya Kanhaiya Pukara Karenge,Madhavas,hare krishna,0.421,0.396,3.0,-7.973,1.0,0.0301,0.575,0.0949,0.111,139.768,466887.0,3.0
Kannazhaga - The Kiss of Love,Anirudh Ravichander,desi hip hop,0.574,0.496,8.0,-7.153,0.0,0.0277,0.431,0.399,0.61,109.935,205947.0,8.0
Kar Ja Re Ya Mar Ja Re,Sachin-Jigar,filmi,0.478,0.767,6.0,-9.569,1.0,0.136,0.0158,0.352,0.227,104.977,170347.0,6.0
Karanlığın,VALORANT,video game music,0.556,0.916,2.0,-5.831,1.0,0.0483,0.0503,0.114,0.271,100.965,215941.0,2.0
Karlson Vibe (Milkman Karlson Theme) [Original Game Soundtrack],Context Sensitive,meme,0.976,0.678,10.0,-6.532,0.0,0.0929,0.142,0.0573,0.747,109.957,226909.0,10.0
Karlson Wave (Milkman Karlson Theme) [Original Game Soundtrack],Context Sensitive,meme,0.491,0.851,8.0,-4.481,1.0,0.0322,0.00504,0.175,0.251,107.995,262222.0,8.0
Karma - Sped Up,Summer Walker,r&b,0.62,0.28,7.0,-10.467,1.0,0.0465,0.268,0.223,0.178,135.581,161541.0,7.0
Katawaredoki,RADWIMPS,j-pop,0.548,0.0956,5.0,-14.196,1.0,0.0468,0.964,0.0933,0.22,129.933,170027.0,5.0
Kaun Tujhe,Palak Muchhal,filmi,0.531,0.431,2.0,-8.937,0.0,0.037,0.868,0.127,0.19,107.99,241449.0,2.0
Kayla,Stephen Sanchez,gen z singer-songwriter,0.41,0.256,8.0,-8.653,1.0,0.0284,0.845,0.116,0.308,137.741,175200.0,8.0
Keep Her Close,ODESZA,chillwave,0.484,0.844,9.0,-6.096,0.0,0.0479,0.0332,0.22,0.49,130.062,214154.0,9.0
Keep On,Sasha Alex Sloan,alt z,0.762,0.585,8.0,-8.819,1.0,0.102,0.478,0.113,0.303,140.005,180240.0,8.0
Keep You Mine,NOTD,electropop,0.81,0.788,10.0,-3.663,1.0,0.0447,0.267,0.196,0.845,135.991,174761.0,10.0
Keep Your Head Up Princess,Anson Seabra,alt z,0.689,0.143,6.0,-17.374,1.0,0.264,0.97,0.109,0.528,85.398,198220.0,6.0
Keeping Everything Inside,Sophie Pecora,gen z singer-songwriter,0.561,0.522,6.0,-7.699,0.0,0.108,0.613,0.103,0.43,94.321,178105.0,6.0
Keeping Tabs,NIKI,indonesian r&b,0.651,0.627,7.0,-6.842,1.0,0.164,0.0892,0.0941,0.441,169.955,177720.0,7.0
Keman Rhythm,Two Fingers,glitch hop,0.681,0.89,7.0,-7.689,1.0,0.116,0.0137,0.352,0.123,107.28,196400.0,7.0
Kenny,Still Woozy,bedroom pop,0.743,0.49,1.0,-10.845,1.0,0.0377,0.307,0.108,0.394,120.028,194133.0,1.0
Keraunos,PlayaPhonk,drift phonk,0.838,0.59,7.0,-4.305,1.0,0.233,0.439,0.105,0.495,150.02,144980.0,7.0
Keri Keri Suna Duba,Anuradha Paudwal,bhajan,0.465,0.557,7.0,-9.738,1.0,0.0451,0.499,0.28,0.658,159.791,345013.0,7.0
Khaabon Ke Parinday,Alyssa Mendonsa,modern bollywood,0.517,0.565,9.0,-10.184,1.0,0.0441,0.721,0.0997,0.69,169.952,251704.0,9.0
Khayaal,Abhijeet Srivastava,desi pop,0.5,0.677,0.0,-7.73,0.0,0.0634,0.21,0.118,0.524,149.751,162207.0,0.0
Khoon Choos Le,Sachin-Jigar,filmi,0.684,0.721,5.0,-7.116,1.0,0.0924,0.36,0.168,0.568,128.059,198760.0,5.0
Khuda Jaane,Vishal-Shekhar,filmi,0.382,0.632,8.0,-6.393,1.0,0.0411,0.391,0.0922,0.716,78.936,333584.0,8.0
Khwab Dekhe Sexy Lady,Pritam,filmi,0.818,0.829,8.0,-7.145,0.0,0.0978,0.303,0.277,0.967,108.999,279357.0,8.0
Kiara,Bonobo,downtempo,0.595,0.788,3.0,-10.128,0.0,0.363,0.195,0.153,0.414,97.012,230307.0,3.0
Kick It,Conro,canadian electronic,0.748,0.838,9.0,-5.517,1.0,0.0394,0.0564,0.0867,0.703,110.017,201818.0,9.0
Kids Are Born Stars,Lauv,pop,0.802,0.547,8.0,-7.034,1.0,0.0518,0.205,0.109,0.922,109.966,187026.0,8.0
Kids In The Dark,Bat For Lashes,art pop,0.472,0.526,1.0,-10.987,1.0,0.0306,0.524,0.0856,0.258,138.933,208613.0,1.0
Kids Of The Night,Elley Duhé,alt z,0.684,0.729,1.0,-3.8,1.0,0.0407,0.0231,0.124,0.49,159.975,185787.0,1.0
Kill EVERYBODY,Skrillex,brostep,0.788,0.874,0.0,-3.336,1.0,0.0805,0.00219,0.0998,0.629,126.988,297986.0,0.0
Kill EVERYBODY - Bare Noize Remix,Skrillex,brostep,0.594,0.947,0.0,-3.904,1.0,0.0519,0.00133,0.305,0.362,140.043,281122.0,0.0
Kill Us All (feat. Denzel Curry),The Neighbourhood,modern alternative rock,0.547,0.639,2.0,-6.958,1.0,0.117,0.0137,0.305,0.399,90.098,161947.0,2.0
Killer + The Sound,Phoebe Bridgers,indie pop,0.397,0.1,0.0,-15.43,1.0,0.0375,0.982,0.1,0.101,126.813,475187.0,0.0
Killer Queen - Remastered 2011,Queen,classic rock,0.535,0.65,10.0,-6.328,1.0,0.0554,0.379,0.14,0.61,117.188,179600.0,10.0
Killin' On Demand,Freddie Dredd,aesthetic rap,0.886,0.741,10.0,-5.043,1.0,0.0682,0.00254,0.151,0.95,140.024,129196.0,10.0
Killing In The Name,Rage Against The Machine,alternative metal,0.466,0.833,7.0,-4.215,1.0,0.304,0.0266,0.0327,0.661,88.785,313573.0,7.0
Killshot,ssjishmael,aesthetic rap,0.755,0.715,1.0,-6.401,1.0,0.122,0.106,0.164,0.452,144.855,127081.0,1.0
Kim & Jessie,M83,french shoegaze,0.498,0.553,5.0,-6.193,1.0,0.0332,0.000103,0.273,0.235,111.015,322933.0,5.0
Kina Chir,The PropheC,desi hip hop,0.622,0.431,11.0,-8.26,0.0,0.0293,0.0955,0.088,0.365,117.919,216027.0,11.0
Kings & Queens,Robbe,covertronica,0.779,0.66,1.0,-10.341,0.0,0.0821,0.337,0.217,0.693,126.024,155576.0,1.0
"Kings & Queens, Pt. 2 (feat. Lauv & Saweetie)",Ava Max,pop,0.661,0.779,1.0,-3.995,0.0,0.0678,0.00604,0.218,0.67,129.911,175993.0,1.0
Kisi Disco Mein Jaaye,Alka Yagnik,filmi,0.622,0.939,7.0,-9.091,0.0,0.0587,0.602,0.158,0.961,170.058,327000.0,7.0
Kiss & Tell,Mokita,chill pop,0.672,0.494,2.0,-10.142,1.0,0.0443,0.48,0.209,0.7,139.984,191996.0,2.0
Kiss Me More (feat. SZA),Doja Cat,dance pop,0.764,0.705,8.0,-3.463,1.0,0.0284,0.259,0.12,0.781,110.97,208667.0,8.0
Kissin' In The Cold,JP Saxe,alt z,0.528,0.343,0.0,-7.62,1.0,0.036,0.777,0.162,0.342,64.879,224084.0,0.0
Kiwi,Harry Styles,pop,0.375,0.93,2.0,-2.631,1.0,0.0561,0.00064,0.318,0.491,147.124,176387.0,2.0
Know Me Too Well,New Hope Club,boy band,0.756,0.706,1.0,-4.384,0.0,0.0393,0.424,0.0635,0.799,122.925,200600.0,1.0
Know My Legend,Gareth Coker,video game music,0.609,0.376,2.0,-17.01,1.0,0.0345,0.117,0.104,0.28,97.984,136840.0,2.0
Know Your Enemy,Green Day,modern rock,0.56,0.958,11.0,-3.245,1.0,0.0412,0.0016,0.0643,0.961,129.984,190987.0,11.0
Know Your Worth,Khalid,pop,0.79,0.694,9.0,-7.726,0.0,0.0708,0.145,0.281,0.508,103.007,181436.0,9.0
Koi Ladki Hai,Uttam Singh,classic bollywood,0.805,0.594,2.0,-10.846,1.0,0.0927,0.619,0.215,0.694,110.425,330684.0,2.0
Koi Tumsa Nahin,Sonu Nigam,filmi,0.663,0.762,5.0,-4.095,1.0,0.0326,0.17,0.107,0.553,140.022,375347.0,5.0
Koino Uta,Yunomi,denpa-kei,0.633,0.839,0.0,-6.302,0.0,0.0488,0.0281,0.0823,0.371,160.018,209899.0,0.0
Koino Uta - Short Version,Yunomi,denpa-kei,0.66,0.812,3.0,-9.703,1.0,0.0883,0.0762,0.381,0.666,159.976,91500.0,3.0
Kokoronashi,majiko,anime rock,0.528,0.593,1.0,-3.68,1.0,0.0545,0.289,0.0724,0.351,167.238,273583.0,1.0
Kokoroyohou,Eve,anime,0.718,0.831,3.0,-3.213,1.0,0.0758,0.116,0.305,0.761,142.942,199995.0,3.0
Konoha Peace,Eliott Tordo Erhu,erhu,0.269,0.165,2.0,-12.859,1.0,0.0367,0.824,0.0822,0.407,118.01,103775.0,2.0
Konoha Peace,Kato,anime lo-fi,0.617,0.0806,2.0,-24.894,1.0,0.0348,0.936,0.121,0.289,98.165,87612.0,2.0
Konoha Peace,R A Y,fingerstyle,0.649,0.39,2.0,-8.058,1.0,0.0395,0.538,0.339,0.366,120.099,111585.0,2.0
Konoha Peace (From Naruto),Kato,anime lo-fi,0.689,0.0258,2.0,-28.516,1.0,0.0599,0.989,0.111,0.511,62.589,64881.0,2.0
Konoha Peace (Naruto) - Lofi Version,Shoyo,anime lo-fi,0.715,0.209,2.0,-18.411,1.0,0.0385,0.975,0.184,0.597,115.011,133697.0,2.0
Konoha Peace - From Naruto,Prayathna,anime lo-fi,0.755,0.295,2.0,-23.411,1.0,0.077,0.931,0.101,0.349,110.027,117569.0,2.0
Konoha Peace Piano,Kato,anime lo-fi,0.693,0.0141,2.0,-28.587,1.0,0.074,0.993,0.104,0.578,62.636,64243.0,2.0
Koyo,Pueblo Vista,christian lo-fi,0.559,0.219,5.0,-14.283,1.0,0.034,0.746,0.111,0.137,74.98,154447.0,5.0
Krwlng (Mike Shinoda Reanimation) [feat. Aaron Lewis],Linkin Park,alternative metal,0.415,0.528,4.0,-7.564,1.0,0.0293,0.088,0.0746,0.0479,105.217,340253.0,4.0
Krystal,Matt Maltese,indie anthem-folk,0.521,0.509,3.0,-8.059,1.0,0.0276,0.738,0.119,0.37,153.563,220245.0,3.0
Kuch Kuch Hota Hai,Jatin-Lalit,afghan pop,0.547,0.554,7.0,-11.165,1.0,0.0374,0.602,0.0735,0.848,91.386,297867.0,7.0
Kuchikamizake trip,RADWIMPS,j-pop,0.223,0.207,0.0,-14.767,0.0,0.0346,0.97,0.105,0.0595,149.806,175107.0,0.0
Kun Faya Kun,A.R. Rahman,filmi,0.362,0.378,1.0,-11.008,1.0,0.0329,0.679,0.091,0.575,87.549,470500.0,1.0
Kusanagi,ODESZA,chillwave,0.335,0.33,0.0,-8.302,1.0,0.031,0.472,0.164,0.04,75.07,208000.0,0.0
Kya Karein,Aditya Rikhari,desi pop,0.528,0.344,6.0,-11.787,1.0,0.0586,0.616,0.232,0.461,107.626,158825.0,6.0
Kya Karoon?,Shankar-Ehsaan-Loy,filmi,0.594,0.548,9.0,-7.588,0.0,0.0267,0.611,0.117,0.374,98.014,236160.0,9.0
Kya Khoob Lagti Ho,Mukesh,classic bollywood,0.429,0.644,6.0,-9.102,1.0,0.0383,0.719,0.383,0.657,132.207,239133.0,6.0
Kya Mujhe Pyar Hai,KK,filmi,0.644,0.818,6.0,-5.924,0.0,0.0549,0.431,0.0806,0.789,118.477,266653.0,6.0
"Kya Yahi Pyar Hai - From ""Rocky""",Lata Mangeshkar,classic bollywood,0.666,0.447,7.0,-7.568,1.0,0.0245,0.506,0.12,0.584,102.713,383013.0,7.0
Kyoto (feat. Sirah),Skrillex,brostep,0.605,0.92,4.0,-2.298,0.0,0.0713,0.0012,0.483,0.219,174.974,200787.0,4.0
Kyur4 Th Ich (Chairman Hahn Reanimation),Linkin Park,alternative metal,0.672,0.974,10.0,-5.604,0.0,0.113,0.0436,0.828,0.296,102.129,152533.0,10.0
LAst dAy oN EaRTh,Tai Verdes,modern indie pop,0.494,0.553,5.0,-5.57,1.0,0.197,0.413,0.218,0.359,82.061,172756.0,5.0
LETTERS TO BANKSY,PHONK WALKER,drift phonk,0.699,0.825,1.0,-6.155,1.0,0.0523,0.0892,0.0928,0.361,169.994,179407.0,1.0
LIE,LIL DUSTY G,emo rap,0.603,0.531,4.0,-9.165,0.0,0.0629,0.307,0.114,0.146,151.96,129474.0,4.0
LOSING YOU,blackbear,pop,0.475,0.39,0.0,-11.344,0.0,0.063,0.0654,0.16,0.0713,143.88,205005.0,0.0
LOST IN THE ECHO,Linkin Park,alternative metal,0.546,0.98,9.0,-3.02,0.0,0.0619,0.0154,0.31,0.478,120.037,205120.0,9.0
LOVE ME,KLOUD,traprun,0.587,0.902,8.0,-2.506,1.0,0.049,0.0336,0.1,0.0878,102.029,204706.0,8.0
LOVE ME HARD,Elley Duhé,alt z,0.554,0.862,3.0,-4.672,1.0,0.0361,0.000924,0.422,0.557,139.937,218630.0,3.0
LOVE SUX,Marisa Maino,alt z,0.321,0.705,7.0,-5.41,1.0,0.0938,0.169,0.0514,0.302,62.014,184923.0,7.0
LOVE. FEAT. ZACARI.,Kendrick Lamar,conscious hip hop,0.8,0.585,10.0,-7.343,1.0,0.0924,0.264,0.153,0.779,126.058,213400.0,10.0
LUCKY MAN,dave rodgers,super eurobeat,0.48,0.972,9.0,-3.985,0.0,0.0631,0.00757,0.1,0.65,150.075,267362.0,9.0
La Da Dee,Cody Simpson,australian pop,0.657,0.828,5.0,-5.544,1.0,0.0728,0.00847,0.326,0.566,115.954,196787.0,5.0
La Di Da,Lennon Stella,alt z,0.689,0.679,7.0,-5.893,1.0,0.0517,0.195,0.224,0.475,149.972,209773.0,7.0
La Fille aux Cheveux de Lin,Claude Debussy,classical,0.285,0.00464,3.0,-38.222,0.0,0.0435,0.995,0.0582,0.216,72.32,150440.0,3.0
La Gioconda / Act 3: Dance Of The Hours,Amilcare Ponchielli,classical,0.512,0.0181,4.0,-30.054,1.0,0.0563,0.881,0.288,0.252,137.927,86360.0,4.0
La Traviata: Overture,André Rieu,easy listening,0.262,0.166,11.0,-19.585,1.0,0.0403,0.967,0.358,0.0545,122.74,213267.0,11.0
La Vie en rose,Édith Piaf,chanson,0.371,0.278,7.0,-8.596,0.0,0.0303,0.981,0.272,0.338,82.331,187733.0,7.0
La marcheuse,Christine and the Queens,art pop,0.821,0.578,1.0,-6.566,1.0,0.0487,0.384,0.139,0.517,107.02,256053.0,1.0
La vie en rose (feat. Cécile McLorin Salvant),Michael Bublé,adult standards,0.459,0.267,0.0,-8.948,1.0,0.0294,0.807,0.119,0.342,63.378,229963.0,0.0
Laaree Chootee,Call,classic pakistani pop,0.565,0.657,9.0,-9.84,0.0,0.0545,0.229,0.214,0.604,93.034,239406.0,9.0
Laayli' kuxa'ano'one,Adn Maya Colectivo,musica indigena latinoamericana,0.787,0.598,1.0,-7.457,1.0,0.212,0.573,0.103,0.82,150.027,224747.0,1.0
Labon Ko,Pritam,filmi,0.63,0.837,9.0,-4.635,0.0,0.0387,0.329,0.159,0.473,107.997,341028.0,9.0
Ladies of Cambridge,Vampire Weekend,baroque pop,0.59,0.727,5.0,-6.356,1.0,0.0519,0.0193,0.144,0.687,102.937,159333.0,5.0
Lady,LANNÉ,slap house,0.613,0.766,5.0,-7.068,0.0,0.128,0.132,0.266,0.145,122.145,155268.0,5.0
Lady - Hear Me Tonight,Modjo,disco house,0.72,0.808,6.0,-5.627,1.0,0.0379,0.00793,0.0634,0.869,126.041,307154.0,6.0
Lady by the Sea,Stephen Sanchez,gen z singer-songwriter,0.439,0.503,8.0,-10.029,1.0,0.0281,0.284,0.152,0.519,186.01,182984.0,8.0
Ladyfingers,Herb Alpert & The Tijuana Brass,easy listening,0.347,0.299,3.0,-14.462,1.0,0.0401,0.979,0.178,0.556,86.15,164547.0,3.0
Lake Missoula,Richy Mitch & The Coal Miners,modern folk rock,0.446,0.247,11.0,-13.036,0.0,0.0287,0.905,0.111,0.245,138.328,106250.0,11.0
Lalala,Y2K,pop rap,0.843,0.39,2.0,-7.899,1.0,0.0846,0.178,0.137,0.495,129.972,160627.0,2.0
Lantern,Tibeauthetraveler,lo-fi study,0.374,0.194,10.0,-19.673,0.0,0.063,0.964,0.106,0.15,106.027,179607.0,10.0
Lash Out,Africa HiTech,afrofuturism,0.344,0.953,7.0,-7.074,1.0,0.127,0.0197,0.523,0.425,178.632,205714.0,7.0
Last Forever (feat. Sam Sparro) - Lifelike Remix,Oliver,filter house,0.677,0.824,4.0,-6.045,1.0,0.295,0.371,0.446,0.359,118.064,309493.0,4.0
Last Summer,Retro Jungle,lo-fi beats,0.46,0.0799,4.0,-20.05,0.0,0.0352,0.943,0.0892,0.15,149.647,126400.0,4.0
